date,continent,city,theme,is_global,importance
2024-09-24,Asia,Mumbai,Cybersecurity,True,0.37
2024-10-08,Africa,Nairobi,Safaris,False,0.93
2024-10-17,Africa,Lagos,Sahara Desert,False,0.12
2024-10-05,Asia,Bangkok,Great Wall,False,0.65
2024-09-25,Europe,Paris,Space Exploration,True,0.51
2024-10-03,North America,Mexico City,NFL,False,0.52
2024-10-03,Asia,Seoul,Climate Change,True,0.62
2024-09-21,Oceania,Melbourne,Indigenous Rights,False,0.49
2024-10-10,Oceania,Sydney,Great Barrier Reef,False,0.22
2024-10-03,Africa,Lagos,Safaris,False,0.72
2024-10-16,Africa,Casablanca,Artificial Intelligence,True,0.26
2024-09-24,Oceania,Sydney,Great Barrier Reef,False,0.37
2024-10-04,Asia,Mumbai,K-pop,False,0.9
2024-10-06,Oceania,Auckland,Kangaroos,False,0.66
2024-10-01,Europe,Rome,Art Exhibitions,False,0.66
2024-09-26,Europe,London,Brexit,False,0.22
2024-10-07,Oceania,Brisbane,Rugby,False,0.17
2024-10-12,Europe,London,Brexit,False,0.81
2024-10-02,Oceania,Sydney,Outback,False,0.47
2024-10-05,Oceania,Perth,Indigenous Rights,False,0.57
2024-09-18,Africa,Casablanca,African Union,False,0.68
2024-10-02,Oceania,Melbourne,Indigenous Rights,False,0.17
2024-09-27,North America,Los Angeles,Artificial Intelligence,True,0.8
2024-09-22,Africa,Lagos,Safaris,False,0.87
2024-10-10,Africa,Nairobi,Cybersecurity,True,0.11
2024-09-25,Europe,Paris,Royal Families,False,0.18
2024-09-28,South America,Santiago,Cybersecurity,True,0.67
2024-10-01,Asia,Shanghai,K-pop,False,0.9
2024-10-16,North America,Chicago,Wall Street,False,0.65
2024-10-06,South America,Buenos Aires,Soccer,False,0.33
2024-10-11,North America,New York,Renewable Energy,True,0.84
2024-09-24,North America,Chicago,NFL,False,0.93
2024-10-07,Oceania,Sydney,Kangaroos,False,0.2
2024-10-16,Africa,Johannesburg,Wildlife Conservation,False,0.57
2024-10-07,Oceania,Brisbane,Great Barrier Reef,False,0.95
2024-09-20,Oceania,Sydney,Global Economy,True,0.14
2024-10-16,North America,New York,Hollywood,False,0.76
2024-09-22,South America,Bogotá,Amazon Rainforest,False,0.63
2024-09-18,Africa,Nairobi,Global Trade,True,0.71
2024-09-22,South America,Santiago,Soccer,False,0.97
2024-10-15,Oceania,Perth,Space Exploration,True,0.51
2024-09-21,Europe,Paris,Champions League,False,0.28
2024-10-05,Europe,London,Climate Change,True,0.18
2024-10-16,Asia,Shanghai,Silk Road,False,0.34
2024-10-01,Africa,Casablanca,Sahara Desert,False,0.28
2024-09-21,Africa,Johannesburg,Safaris,False,0.48
2024-09-19,Asia,Shanghai,K-pop,False,0.61
2024-10-03,Oceania,Brisbane,Rugby,False,0.44
2024-10-16,Oceania,Perth,Indigenous Rights,False,0.59
2024-10-09,Asia,Bangkok,K-pop,False,0.21
2024-09-25,Europe,Berlin,Global Economy,True,0.78
2024-10-03,Oceania,Auckland,Great Barrier Reef,False,0.12
2024-10-04,Asia,Shanghai,Space Exploration,True,0.53
2024-10-05,South America,Santiago,Global Economy,True,0.58
2024-10-08,North America,Toronto,US Politics,False,0.89
2024-09-20,Asia,Mumbai,Silk Road,False,0.23
2024-10-14,North America,Toronto,Hollywood,False,0.88
2024-10-02,South America,Santiago,Latin Music,False,0.95
2024-10-09,Asia,Seoul,Sumo Wrestling,False,0.91
2024-09-19,North America,Chicago,Silicon Valley,False,0.28
2024-09-26,North America,New York,NFL,False,0.48
2024-09-19,Asia,Tokyo,Great Wall,False,0.29
2024-10-16,Europe,Berlin,Champions League,False,0.88
2024-10-09,North America,Los Angeles,Silicon Valley,False,0.39
2024-10-16,Europe,Madrid,Climate Change,True,0.71
2024-09-18,Africa,Nairobi,Global Trade,True,0.43
2024-10-04,Africa,Lagos,Safaris,False,0.36
2024-10-07,Europe,Madrid,Climate Change,True,0.7
2024-10-05,Oceania,Auckland,Kangaroos,False,0.98
2024-09-22,North America,Chicago,Hollywood,False,0.28
2024-09-22,Africa,Casablanca,African Union,False,0.59
2024-09-30,Asia,Shanghai,Climate Change,True,0.23
2024-10-15,North America,Toronto,Silicon Valley,False,0.9
2024-10-04,Africa,Casablanca,Nile River,False,0.1
2024-09-28,North America,Chicago,Renewable Energy,True,0.3
2024-09-17,Asia,Mumbai,K-pop,False,0.94
2024-10-07,Asia,Seoul,Silk Road,False,0.38
2024-10-12,Asia,Bangkok,Technology Advancements,True,0.45
2024-09-21,Europe,Paris,Art Exhibitions,False,0.76
2024-09-30,Europe,Paris,Art Exhibitions,False,0.95
2024-10-12,Africa,Lagos,Safaris,False,0.67
2024-10-10,Oceania,Perth,Global Trade,True,0.9
2024-09-20,Africa,Lagos,Global Trade,True,0.62
2024-10-03,Europe,Berlin,Champions League,False,0.18
2024-09-22,Asia,Seoul,Renewable Energy,True,0.12
2024-09-17,North America,Chicago,NFL,False,0.67
2024-10-07,Europe,London,Brexit,False,0.27
2024-10-12,Africa,Lagos,Space Exploration,True,0.29
2024-10-03,North America,New York,Wall Street,False,0.26
2024-09-29,South America,Buenos Aires,Amazon Rainforest,False,0.63
2024-10-04,Oceania,Melbourne,Kangaroos,False,0.47
2024-10-01,North America,Chicago,NFL,False,0.13
2024-10-13,North America,Toronto,Wall Street,False,0.45
2024-09-19,Europe,London,Champions League,False,0.14
2024-10-16,North America,Chicago,Hollywood,False,0.58
2024-10-10,Oceania,Auckland,Indigenous Rights,False,0.62
2024-10-02,Oceania,Melbourne,Rugby,False,0.39
2024-10-10,Europe,Rome,Space Exploration,True,0.65
2024-09-17,South America,São Paulo,International Relations,True,0.89
2024-09-30,Europe,Madrid,Art Exhibitions,False,0.68
2024-10-17,North America,Los Angeles,Silicon Valley,False,0.5
2024-09-26,Europe,Rome,Technology Advancements,True,0.68
2024-10-08,Europe,Madrid,Royal Families,False,0.2
2024-10-15,North America,Los Angeles,Artificial Intelligence,True,0.9
2024-09-20,North America,Toronto,Global Economy,True,0.85
2024-10-11,Africa,Lagos,Wildlife Conservation,False,0.72
2024-10-09,Europe,Paris,Health and Pandemics,True,0.22
2024-09-17,North America,Los Angeles,Hollywood,False,0.32
2024-10-01,Europe,Paris,Global Economy,True,0.37
2024-09-30,Africa,Nairobi,Sahara Desert,False,0.77
2024-10-09,North America,Toronto,Artificial Intelligence,True,0.23
2024-10-12,Oceania,Perth,Kangaroos,False,0.66
2024-10-07,Africa,Lagos,Wildlife Conservation,False,0.86
2024-10-03,Oceania,Melbourne,Great Barrier Reef,False,0.96
2024-10-10,Africa,Lagos,African Union,False,0.56
2024-10-06,Asia,Shanghai,Great Wall,False,0.92
2024-10-15,Africa,Cairo,Wildlife Conservation,False,0.5
2024-09-19,Africa,Casablanca,Safaris,False,0.82
2024-10-05,Oceania,Perth,Indigenous Rights,False,0.78
2024-09-28,Asia,Bangkok,Bollywood,False,0.61
2024-09-23,Asia,Shanghai,Space Exploration,True,0.12
2024-10-01,Africa,Cairo,Climate Change,True,0.72
2024-09-19,Oceania,Melbourne,Great Barrier Reef,False,0.17
2024-09-17,South America,Bogotá,International Relations,True,0.91
2024-09-27,North America,Los Angeles,Wall Street,False,0.3
2024-09-24,Oceania,Brisbane,Rugby,False,0.46
2024-09-21,Oceania,Sydney,International Relations,True,0.2
2024-10-17,Asia,Seoul,Great Wall,False,0.14
2024-10-01,Africa,Nairobi,Technology Advancements,True,0.98
2024-10-17,South America,Lima,Andes Mountains,False,0.2
2024-09-18,Africa,Nairobi,Space Exploration,True,0.71
2024-09-27,South America,São Paulo,Amazon Rainforest,False,0.99
2024-10-02,North America,Toronto,US Politics,False,0.71
2024-10-07,Europe,Rome,Brexit,False,0.3
2024-10-10,Africa,Cairo,International Relations,True,0.13
2024-09-24,Europe,Madrid,Brexit,False,0.32
2024-09-27,Europe,Rome,Royal Families,False,0.5
2024-10-16,Africa,Johannesburg,Nile River,False,0.34
2024-10-10,Africa,Johannesburg,Renewable Energy,True,0.11
2024-09-20,North America,Toronto,Hollywood,False,0.7
2024-10-06,Asia,Seoul,Bollywood,False,0.79
2024-10-11,Oceania,Auckland,Rugby,False,0.37
2024-10-05,Asia,Tokyo,Bollywood,False,0.88
2024-09-26,Asia,Bangkok,Sumo Wrestling,False,0.54
2024-09-25,Africa,Johannesburg,Nile River,False,0.65
2024-10-09,South America,Lima,Artificial Intelligence,True,0.54
2024-10-07,Europe,Madrid,Royal Families,False,0.2
2024-10-13,South America,Lima,International Relations,True,0.18
2024-09-21,Oceania,Sydney,Kangaroos,False,0.81
2024-09-22,Africa,Lagos,Nile River,False,0.89
2024-09-19,South America,São Paulo,International Relations,True,0.46
2024-10-17,Europe,Madrid,European Union,False,0.12
2024-10-07,Europe,Paris,Champions League,False,0.66
2024-09-28,Europe,Rome,Climate Change,True,0.61
2024-10-15,South America,Santiago,Carnival,False,0.62
2024-10-02,Africa,Nairobi,Global Economy,True,0.28
2024-09-26,Europe,Madrid,Health and Pandemics,True,0.95
2024-09-21,South America,Buenos Aires,Amazon Rainforest,False,0.15
2024-09-22,Oceania,Brisbane,Outback,False,0.74
2024-09-18,Europe,Rome,International Relations,True,0.45
2024-10-05,South America,Buenos Aires,Climate Change,True,0.89
2024-09-29,North America,Los Angeles,Silicon Valley,False,0.46
2024-10-08,Oceania,Sydney,Rugby,False,0.78
2024-09-30,North America,New York,Cybersecurity,True,0.84
2024-10-07,South America,Santiago,Artificial Intelligence,True,0.23
2024-10-15,North America,New York,Global Trade,True,0.22
2024-09-25,Asia,Tokyo,Sumo Wrestling,False,0.85
2024-10-17,South America,Santiago,Climate Change,True,0.4
2024-10-03,North America,Mexico City,Cybersecurity,True,0.99
2024-10-14,Africa,Cairo,African Union,False,0.77
2024-09-26,Asia,Shanghai,Health and Pandemics,True,0.41
2024-09-23,Africa,Casablanca,African Union,False,0.99
2024-09-26,Africa,Casablanca,Safaris,False,0.45
2024-09-28,Asia,Bangkok,Great Wall,False,0.96
2024-09-29,Europe,Paris,Technology Advancements,True,0.57
2024-09-22,South America,São Paulo,Amazon Rainforest,False,0.64
2024-10-12,Europe,Rome,Health and Pandemics,True,0.99
2024-10-17,Asia,Seoul,Silk Road,False,0.13
2024-10-17,Africa,Cairo,Nile River,False,0.69
2024-09-26,North America,New York,NFL,False,0.15
2024-10-15,South America,Bogotá,Health and Pandemics,True,0.67
2024-09-20,Asia,Tokyo,K-pop,False,0.29
2024-10-07,Africa,Nairobi,Wildlife Conservation,False,0.47
2024-10-04,Europe,Paris,Royal Families,False,0.62
2024-09-17,Oceania,Melbourne,Great Barrier Reef,False,0.73
2024-10-08,Africa,Nairobi,Wildlife Conservation,False,0.15
2024-09-30,North America,Mexico City,Wall Street,False,0.76
2024-10-13,Europe,Madrid,European Union,False,0.85
2024-10-17,Asia,Tokyo,Great Wall,False,0.13
2024-09-27,Europe,Rome,Brexit,False,0.59
2024-10-03,South America,Lima,Amazon Rainforest,False,0.69
2024-10-15,Africa,Johannesburg,Sahara Desert,False,0.84
2024-10-13,Oceania,Brisbane,Space Exploration,True,0.83
2024-10-07,Africa,Lagos,African Union,False,0.53
2024-09-25,Europe,London,Climate Change,True,0.51
2024-09-18,Europe,Madrid,Champions League,False,0.77
2024-09-29,Africa,Lagos,African Union,False,0.84
2024-09-20,Europe,London,European Union,False,0.69
2024-10-16,North America,Chicago,Silicon Valley,False,0.64
2024-10-06,Oceania,Sydney,Great Barrier Reef,False,0.87
2024-09-26,North America,Los Angeles,US Politics,False,0.58
2024-10-06,Europe,Rome,Global Economy,True,0.23
2024-10-04,Europe,Paris,Brexit,False,0.87
2024-09-26,Oceania,Sydney,Technology Advancements,True,0.31
2024-10-11,North America,Toronto,NFL,False,0.25
2024-10-14,Asia,Tokyo,Climate Change,True,0.84
2024-10-17,Europe,Berlin,Champions League,False,0.47
2024-10-05,North America,Mexico City,Hollywood,False,0.67
2024-09-22,Europe,Madrid,Climate Change,True,0.87
2024-09-30,Oceania,Perth,Great Barrier Reef,False,0.33
2024-09-21,Oceania,Perth,Kangaroos,False,0.37
2024-09-20,Africa,Cairo,Renewable Energy,True,0.97
2024-09-20,North America,Los Angeles,Wall Street,False,0.43
2024-09-27,Europe,Rome,Climate Change,True,0.6
2024-10-14,South America,Bogotá,Soccer,False,0.45
2024-10-04,North America,Toronto,NFL,False,0.66
2024-10-16,South America,Santiago,Global Economy,True,0.92
2024-10-12,North America,Toronto,US Politics,False,0.86
2024-10-05,North America,Mexico City,US Politics,False,0.8
2024-09-28,Europe,Berlin,Champions League,False,0.37
2024-10-05,Oceania,Sydney,Outback,False,0.9
2024-10-06,Oceania,Perth,Indigenous Rights,False,0.28
2024-10-11,Europe,Berlin,Art Exhibitions,False,0.75
2024-10-12,Asia,Bangkok,Global Trade,True,0.9
2024-09-22,South America,Buenos Aires,Cybersecurity,True,1.0
2024-09-25,North America,Chicago,Hollywood,False,0.77
2024-09-20,Europe,Paris,Champions League,False,0.41
2024-10-10,Oceania,Auckland,Kangaroos,False,0.32
2024-09-22,Asia,Tokyo,Silk Road,False,0.89
2024-09-18,Europe,London,Royal Families,False,0.17
2024-10-15,North America,Los Angeles,Silicon Valley,False,0.31
2024-10-08,North America,Chicago,Space Exploration,True,0.17
2024-10-07,South America,Buenos Aires,Latin Music,False,0.29
2024-09-20,North America,Mexico City,Silicon Valley,False,0.16
2024-09-29,North America,Mexico City,NFL,False,0.5
2024-10-11,Africa,Cairo,Sahara Desert,False,0.12
2024-09-24,Asia,Seoul,Bollywood,False,0.3
2024-10-15,North America,Chicago,Artificial Intelligence,True,0.85
2024-10-03,Europe,Rome,Art Exhibitions,False,0.86
2024-10-10,Africa,Casablanca,Renewable Energy,True,0.97
2024-10-16,Oceania,Auckland,Rugby,False,0.67
2024-09-22,South America,Lima,Soccer,False,0.59
2024-10-11,North America,New York,NFL,False,0.23
2024-09-25,Africa,Nairobi,Technology Advancements,True,0.47
2024-10-14,Oceania,Sydney,Outback,False,0.62
2024-10-02,Africa,Lagos,African Union,False,0.69
2024-10-01,Africa,Cairo,Safaris,False,0.88
2024-09-20,Oceania,Auckland,Great Barrier Reef,False,0.79
2024-10-02,North America,Toronto,Silicon Valley,False,0.57
2024-09-18,Europe,Rome,Champions League,False,0.67
2024-10-08,Oceania,Brisbane,Cybersecurity,True,0.42
2024-10-10,Europe,Madrid,Art Exhibitions,False,0.25
2024-09-30,Oceania,Melbourne,Cybersecurity,True,0.2
2024-09-18,North America,Toronto,Technology Advancements,True,0.66
2024-09-25,South America,São Paulo,Global Trade,True,0.32
2024-10-17,South America,Santiago,Climate Change,True,0.73
2024-10-11,Europe,Rome,Renewable Energy,True,0.36
2024-10-02,Africa,Casablanca,Sahara Desert,False,0.84
2024-09-19,South America,Santiago,Renewable Energy,True,0.86
2024-10-01,Oceania,Perth,Global Economy,True,0.29
2024-10-11,South America,Buenos Aires,Amazon Rainforest,False,0.72
2024-09-22,South America,Santiago,Amazon Rainforest,False,0.36
2024-09-17,North America,Toronto,Health and Pandemics,True,0.45
2024-10-08,South America,Buenos Aires,Global Economy,True,0.51
2024-10-01,South America,Bogotá,Soccer,False,0.45
2024-10-10,Africa,Nairobi,Safaris,False,0.84
2024-10-06,Asia,Mumbai,Bollywood,False,0.58
2024-10-13,Africa,Nairobi,Nile River,False,0.85
2024-10-11,Oceania,Perth,Artificial Intelligence,True,0.92
2024-09-28,Oceania,Brisbane,Indigenous Rights,False,0.75
2024-10-03,Oceania,Sydney,Outback,False,0.8
2024-09-21,North America,Mexico City,NFL,False,0.68
2024-09-27,Africa,Casablanca,African Union,False,0.84
2024-09-30,North America,Mexico City,Wall Street,False,0.37
2024-10-05,Africa,Casablanca,Safaris,False,0.62
2024-10-08,Europe,Paris,European Union,False,0.8
2024-10-05,Europe,Paris,Royal Families,False,0.51
2024-10-10,Oceania,Melbourne,Great Barrier Reef,False,0.72
2024-09-23,Asia,Seoul,Silk Road,False,0.45
2024-09-20,Africa,Johannesburg,Health and Pandemics,True,0.17
2024-10-13,Oceania,Auckland,International Relations,True,0.35
2024-10-13,Oceania,Melbourne,Kangaroos,False,0.29
2024-10-03,Oceania,Perth,Kangaroos,False,0.67
2024-09-18,Europe,Berlin,Global Trade,True,0.47
2024-10-05,Africa,Cairo,Health and Pandemics,True,0.58
2024-10-07,South America,São Paulo,Health and Pandemics,True,0.82
2024-10-14,North America,Chicago,Global Trade,True,0.95
2024-10-08,Africa,Casablanca,Global Trade,True,0.68
2024-09-25,Africa,Lagos,African Union,False,0.34
2024-10-07,Africa,Nairobi,Safaris,False,0.62
2024-09-25,Africa,Nairobi,Nile River,False,0.33
2024-09-20,Africa,Johannesburg,African Union,False,0.14
2024-09-26,Asia,Shanghai,Great Wall,False,0.96
2024-10-01,South America,São Paulo,Andes Mountains,False,0.27
2024-09-29,Oceania,Perth,Global Economy,True,0.42
2024-10-09,Europe,London,Space Exploration,True,0.17
2024-09-23,South America,Bogotá,Latin Music,False,0.45
2024-09-20,Oceania,Brisbane,Kangaroos,False,0.52
2024-10-15,Oceania,Brisbane,Global Economy,True,0.81
2024-10-14,Europe,Berlin,Brexit,False,0.4
2024-10-03,North America,Toronto,Wall Street,False,0.26
2024-09-24,North America,New York,Artificial Intelligence,True,0.58
2024-09-25,Asia,Bangkok,Silk Road,False,0.34
2024-09-22,Europe,Berlin,Brexit,False,0.38
2024-10-17,South America,Lima,Soccer,False,0.25
2024-09-29,Asia,Shanghai,Sumo Wrestling,False,0.77
2024-10-14,South America,Santiago,Cybersecurity,True,0.33
2024-10-02,Africa,Casablanca,Space Exploration,True,0.54
2024-10-04,Asia,Shanghai,Sumo Wrestling,False,0.97
2024-10-10,South America,São Paulo,Andes Mountains,False,0.85
2024-10-09,Europe,Rome,Space Exploration,True,0.29
2024-10-04,Oceania,Melbourne,Indigenous Rights,False,0.13
2024-09-30,Oceania,Auckland,Renewable Energy,True,0.61
2024-09-25,Africa,Casablanca,Wildlife Conservation,False,0.94
2024-10-07,Europe,Rome,Global Economy,True,0.32
2024-09-19,South America,Bogotá,Andes Mountains,False,0.8
2024-09-23,Africa,Cairo,Safaris,False,0.83
2024-10-10,Asia,Shanghai,Sumo Wrestling,False,0.16
2024-10-03,North America,New York,Cybersecurity,True,0.96
2024-09-18,Asia,Bangkok,K-pop,False,0.38
2024-09-19,Oceania,Sydney,Kangaroos,False,0.5
2024-10-13,South America,Santiago,Latin Music,False,0.69
2024-10-12,Oceania,Auckland,Great Barrier Reef,False,0.16
2024-09-27,Oceania,Sydney,Outback,False,0.22
2024-09-23,Oceania,Sydney,Outback,False,0.24
2024-10-14,North America,New York,Space Exploration,True,0.54
2024-09-17,Oceania,Perth,Outback,False,0.35
2024-09-17,Africa,Lagos,Cybersecurity,True,0.91
2024-10-10,Africa,Cairo,Wildlife Conservation,False,0.32
2024-10-11,Oceania,Melbourne,Indigenous Rights,False,0.36
2024-10-06,Asia,Mumbai,Sumo Wrestling,False,0.44
2024-09-25,North America,New York,Silicon Valley,False,0.19
2024-10-08,North America,Toronto,Wall Street,False,0.65
2024-10-09,Europe,Rome,Global Economy,True,0.17
2024-09-26,North America,Mexico City,Silicon Valley,False,0.68
2024-09-18,South America,Santiago,Amazon Rainforest,False,0.59
2024-09-25,South America,São Paulo,Soccer,False,0.67
2024-10-08,Europe,Berlin,Brexit,False,0.6
2024-09-22,South America,Lima,Soccer,False,0.63
2024-09-26,Asia,Tokyo,K-pop,False,0.39
2024-10-16,South America,São Paulo,Andes Mountains,False,0.3
2024-09-17,Asia,Mumbai,Health and Pandemics,True,0.82
2024-10-16,Africa,Johannesburg,Nile River,False,0.59
2024-10-15,Europe,London,European Union,False,0.98
2024-09-17,South America,Bogotá,Andes Mountains,False,0.44
2024-09-18,Asia,Shanghai,K-pop,False,0.99
2024-10-08,Africa,Johannesburg,Global Economy,True,0.68
2024-09-27,Africa,Cairo,African Union,False,0.84
2024-10-17,Europe,London,Champions League,False,0.19
2024-10-09,South America,Santiago,Andes Mountains,False,0.13
2024-10-16,North America,Mexico City,US Politics,False,0.73
2024-10-07,Asia,Bangkok,Bollywood,False,0.38
2024-10-13,South America,São Paulo,Renewable Energy,True,0.85
2024-09-26,Oceania,Perth,Global Trade,True,0.76
2024-10-10,North America,Toronto,Space Exploration,True,0.85
2024-09-20,South America,Buenos Aires,Renewable Energy,True,0.39
2024-10-08,North America,New York,Wall Street,False,0.63
2024-09-21,Africa,Cairo,Nile River,False,0.34
2024-10-05,Africa,Johannesburg,African Union,False,0.42
2024-09-23,Oceania,Perth,Outback,False,0.49
2024-09-19,South America,Santiago,Space Exploration,True,0.66
2024-09-18,Europe,Berlin,Cybersecurity,True,0.34
2024-09-22,Europe,Madrid,Brexit,False,0.24
2024-10-10,Oceania,Perth,Outback,False,0.13
2024-10-07,Europe,Rome,Brexit,False,0.66
2024-09-28,North America,Chicago,NFL,False,0.29
2024-10-07,South America,Bogotá,Soccer,False,0.22
2024-09-25,North America,Toronto,Global Trade,True,0.24
2024-10-07,Africa,Casablanca,Sahara Desert,False,0.74
2024-10-06,Oceania,Melbourne,Rugby,False,0.69
2024-10-10,Europe,Rome,Champions League,False,0.7
2024-09-18,Africa,Nairobi,Cybersecurity,True,0.6
2024-09-28,Asia,Tokyo,Climate Change,True,0.9
2024-10-16,Europe,Madrid,Technology Advancements,True,0.96
2024-09-29,Asia,Bangkok,Great Wall,False,0.52
2024-09-19,South America,São Paulo,Andes Mountains,False,0.12
2024-10-09,South America,Bogotá,Technology Advancements,True,0.85
2024-10-06,Africa,Casablanca,Sahara Desert,False,0.43
2024-10-05,Oceania,Perth,Health and Pandemics,True,0.88
2024-09-27,South America,Buenos Aires,Amazon Rainforest,False,0.12
2024-09-19,North America,Toronto,Silicon Valley,False,0.29
2024-10-14,Asia,Bangkok,Great Wall,False,0.58
2024-10-01,Oceania,Sydney,Global Trade,True,0.29
2024-09-26,Europe,Rome,Royal Families,False,0.86
2024-10-16,Europe,London,Royal Families,False,0.21
2024-09-28,Asia,Tokyo,Bollywood,False,0.57
2024-09-29,North America,New York,Climate Change,True,0.51
2024-09-26,Oceania,Sydney,Rugby,False,0.98
2024-10-11,Oceania,Auckland,Outback,False,0.74
2024-09-23,Africa,Lagos,Nile River,False,0.7
2024-09-27,Africa,Cairo,Safaris,False,0.84
2024-09-29,Asia,Bangkok,Silk Road,False,0.47
2024-09-17,Europe,Madrid,Artificial Intelligence,True,0.64
2024-10-15,North America,Mexico City,Global Trade,True,0.25
2024-09-27,North America,Mexico City,Technology Advancements,True,0.1
2024-10-03,South America,Bogotá,Renewable Energy,True,0.15
2024-10-07,Oceania,Perth,Health and Pandemics,True,0.82
2024-10-11,North America,Los Angeles,Hollywood,False,0.76
2024-10-13,South America,São Paulo,Renewable Energy,True,0.66
2024-09-25,Africa,Lagos,African Union,False,0.72
2024-10-10,Oceania,Sydney,Technology Advancements,True,0.65
2024-10-15,North America,Los Angeles,US Politics,False,0.82
2024-10-06,North America,Toronto,NFL,False,0.8
2024-10-06,North America,Mexico City,NFL,False,0.7
2024-10-04,South America,Buenos Aires,Soccer,False,0.52
2024-09-30,Oceania,Perth,Health and Pandemics,True,0.95
2024-09-28,South America,Bogotá,Amazon Rainforest,False,0.64
2024-10-03,Europe,London,Champions League,False,0.96
2024-09-19,Asia,Seoul,Climate Change,True,0.8
2024-10-12,Africa,Johannesburg,Sahara Desert,False,0.11
2024-09-23,North America,Toronto,Cybersecurity,True,0.22
2024-10-15,Africa,Casablanca,Nile River,False,0.19
2024-10-06,Asia,Tokyo,Bollywood,False,0.32
2024-09-17,North America,Toronto,Cybersecurity,True,0.89
2024-09-26,Asia,Seoul,Sumo Wrestling,False,0.28
2024-10-08,Africa,Casablanca,Sahara Desert,False,0.48
2024-10-02,South America,Buenos Aires,Amazon Rainforest,False,0.65
2024-10-17,Asia,Seoul,Silk Road,False,0.98
2024-10-11,Europe,Madrid,Champions League,False,0.93
2024-09-24,South America,Bogotá,Renewable Energy,True,0.76
2024-10-02,Europe,Berlin,Brexit,False,0.85
2024-10-03,North America,Chicago,US Politics,False,0.57
2024-09-17,Asia,Shanghai,Health and Pandemics,True,0.58
2024-10-08,North America,Chicago,Climate Change,True,0.97
2024-10-10,Europe,Paris,Art Exhibitions,False,0.52
2024-09-25,Asia,Mumbai,Renewable Energy,True,0.88
2024-09-17,Europe,Rome,Art Exhibitions,False,0.59
2024-10-12,North America,New York,US Politics,False,0.44
2024-10-16,Asia,Tokyo,Renewable Energy,True,0.82
2024-09-21,Europe,Berlin,Royal Families,False,0.11
2024-10-10,Oceania,Melbourne,Cybersecurity,True,0.32
2024-10-16,Asia,Mumbai,Silk Road,False,0.21
2024-09-18,Europe,Paris,Artificial Intelligence,True,0.12
2024-10-17,South America,São Paulo,Amazon Rainforest,False,0.64
2024-10-04,Oceania,Melbourne,Indigenous Rights,False,0.97
2024-09-29,Africa,Lagos,African Union,False,0.32
2024-09-20,Asia,Bangkok,Global Trade,True,0.67
2024-09-20,Oceania,Melbourne,Great Barrier Reef,False,0.32
2024-10-04,South America,Buenos Aires,Andes Mountains,False,0.4
2024-10-06,Asia,Tokyo,Bollywood,False,0.43
2024-09-19,North America,Chicago,NFL,False,0.51
2024-09-29,South America,Santiago,Carnival,False,0.75
2024-09-28,Africa,Nairobi,African Union,False,0.91
2024-09-30,Oceania,Auckland,Rugby,False,0.39
2024-10-04,Europe,Madrid,European Union,False,0.7
2024-10-07,Oceania,Brisbane,Kangaroos,False,0.63
2024-09-26,South America,Lima,Amazon Rainforest,False,0.97
2024-09-25,Oceania,Brisbane,Global Economy,True,0.79
2024-10-14,South America,Bogotá,Renewable Energy,True,0.83
2024-10-09,North America,Mexico City,US Politics,False,0.98
2024-10-14,North America,Los Angeles,Wall Street,False,0.52
2024-09-30,Oceania,Auckland,Great Barrier Reef,False,0.99
2024-10-08,Asia,Seoul,Bollywood,False,0.25
2024-10-10,North America,New York,NFL,False,0.78
2024-09-19,Europe,Berlin,European Union,False,0.43
2024-10-14,Europe,Berlin,Brexit,False,0.93
2024-10-02,Europe,Rome,Art Exhibitions,False,0.56
2024-10-11,Oceania,Melbourne,Great Barrier Reef,False,0.64
2024-10-05,Europe,Paris,Champions League,False,0.96
2024-09-25,Oceania,Melbourne,Rugby,False,0.96
2024-09-22,Oceania,Auckland,Indigenous Rights,False,0.83
2024-10-11,South America,São Paulo,Latin Music,False,0.92
2024-09-24,North America,Toronto,Climate Change,True,0.16
2024-09-27,Asia,Shanghai,K-pop,False,0.75
2024-09-28,North America,Toronto,NFL,False,0.49
2024-10-01,North America,Mexico City,NFL,False,0.33
2024-10-05,Europe,Madrid,Royal Families,False,0.46
2024-10-03,Asia,Tokyo,Climate Change,True,0.54
2024-09-29,Oceania,Perth,Kangaroos,False,0.67
2024-09-28,North America,Toronto,NFL,False,0.66
2024-10-02,Oceania,Perth,Great Barrier Reef,False,0.14
2024-10-08,North America,Mexico City,Space Exploration,True,0.39
2024-10-07,Africa,Nairobi,Global Economy,True,0.59
2024-10-16,Oceania,Auckland,Great Barrier Reef,False,0.47
2024-10-02,North America,Toronto,Silicon Valley,False,0.59
2024-09-19,South America,Lima,Latin Music,False,0.73
2024-09-18,North America,Los Angeles,Hollywood,False,0.87
2024-09-27,Africa,Johannesburg,Wildlife Conservation,False,0.92
2024-09-27,South America,São Paulo,Amazon Rainforest,False,0.42
2024-10-04,North America,Toronto,Wall Street,False,0.21
2024-09-20,North America,Toronto,Hollywood,False,0.2
2024-10-13,Oceania,Brisbane,Kangaroos,False,0.65
2024-09-17,South America,São Paulo,Soccer,False,0.68
2024-10-06,North America,Mexico City,US Politics,False,0.63
2024-10-08,Asia,Bangkok,Silk Road,False,0.63
2024-09-26,South America,Lima,Renewable Energy,True,0.77
