document_id,cluster
 made in a new book about the Attorney General Lord Goldsmith's advice. Lord Goldsmith also denied them,1
 now Veritas deputy leader,3
 if anyone,3
 but was not a summary of his advice to the PM. The government has resisted calls to publish the full advice,1
" he insisted during stormy Lords exchanges. Lord Goldsmith said the answer represented his genuinely held independent view"" the war was legal. The text was released on the eve of a crucial Commons vote in which MPs backed the invasion of Iraq. Many Labour MPs have since indicated that the attorney general's answer played a pivotal role in their willingness to back the conflict. The government has resisted calls to publish the full advice",1
 it has been confirmed.  The much trailed decision was ratified by Labour's ruling National Executive Committee in a break with the traditional choice of a seaside venue. It will be the first time since 1917 that the party has chosen Manchester to host the annual event. Blackpool will get the much smaller February spring conference instead in what will be seen as a placatory move.  For years the main political parties have rotated between Blackpool,9
" saying: ""I can spend the same money twice."" The image prompted concern from the editor of the Jewish Chronicle but Labour insists it is simply anti-Tory. Labour later took the image off its website",3
" but insisted that ""what they were was anti-Tory"" and ""not in any way",3
"932 majority. She says she will fight on her record ""as a hard-working constituency MP"". Mr Kilroy-Silk announced his plans a day after launching his new party",3
 with internal surveys showing they have the potential to swing large numbers of votes. That was also true at the last general election and the issue did briefly become a campaigning issue. But it sparked the probably predictable furore with claims politicians were either stoking up xenophobia or,3
 such as Liverpool,3
" is the dry assessment of Graham Lane, leader of the Labour group on Newham Council. The problem, according to Mr Lane, is not continuing divisions over Iraq, foundation hospitals or tuition fees, or even voter apathy, but Mr Blair himself. I have a new slogan. Vote Blair",3
" which ban unsolicited sales and marketing calls. Both schemes are run by the Direct Marketing Association and backed by EU directives on privacy and electronic communications.  The rules on marketing calls apply as much to politicians as to private sector companies. But that does not mean Labour and the Tories are not calling people signed up to the TPS. A Labour Party spokesman told the BBC News website the party avoided those on TPS lists when telephoning people about membership or fundraising. But that did not happen for ""voter identification"" calls. ""When we ask which party they will vote for",3
"000 new ""affordable"" homes on publicly owned land.  The party's scheme would allow people to buy a share in a home through a mutual home ownership trust",3
" adding that with the Lib Dems ""what you see is what you get"". He made his comments at the start of a day of appearances on Channel Five in a session on The Wright Stuff programme. Questions from callers",3
 and praised his handling of the economy.  Writing in the Guardian newspaper,3
" he was given the agriculture portfolio when Labour regained power in 1997. Mr Cunningham went on to become Tony Blair's ""cabinet enforcer"". He has represented the constituency now known as Copeland since 1970. Mr Blair said he was a ""huge figure"" in Labour and a ""valued",1
 he has earmarked £4 billion that will be used to reduce taxes - although he still will not say which or how. This was the pre-election message many in his party have been pressing for and voters,3
 for those just returned from the planet Galifray,3
" under plans unveiled by the Conservatives.  Party leader Michael Howard said the new role would replace ""inconspicuous"" police authorities. He said the new office would not supersede the job of a chief constable. The Lib Dems said the plan could let extreme groups run policing",1
 according to the Hansard Society.  It would then be up to Tony Blair,1
" warning the ""stakes are too high"" to stay at home or protest vote in the next general election.  The chancellor said the poll - expected to fall on 5 May - would give a ""clear and fundamental"" choice between Labour investment and Tory cuts. He told his party's spring conference the Tories must not be allowed to win. The Conservatives and Lib Dems insisted that voters faced higher taxes and means-testing under Labour.  To a packed audience at Gateshead's Sage Centre",3
 and would strive for continuing stability if elected. The Gateshead conference was told he would help young people who were struggling to buy their own homes. And the chancellor vowed to continue the fight against child poverty. Later,3
" say the Tories.  Tory co-chairman Liam Fox was speaking after Mr Blair told Labour members the Tories offered a ""hard right agenda"". Dr Fox told BBC Radio: ""If you are willing to lie about the reasons for going to war",3
 Worcestershire,3
" no gain?	 He called it his ""masochism strategy"" in the run-up to the Iraq war and now Tony Blair has signed up for another dose of pain.  The idea is simple - the prime minister goes head to head with an often hostile group of ""real"" voters in the full spotlight of the television cameras. The theory is that talking to the great British public",3
 the Treasury has announced.  The Budget,3
 the prime minister said Thursday's report reinforced stability and opportunity. And that would be central to Labour's next election campaign,3
 Jack Straw said.  The foreign secretary told MPs the rebate,3
 with low unemployment and interest rates. The chancellor is expected to freeze petrol duty and raise the stamp duty threshold from £60,3
 it saw him attempting to slaughter the council tax as an election issue and to tear limb from limb their wider policies for pensioners and families. In a relatively short speech he kept the best for last and was clearly out to give exactly that pre-election boost everyone had been predicting. So if you are a couple with children,3
 Charles Kennedy has said.  How was it right that the poorest 20% of society were still paying more as a proportion of their income than the richest 20%,3
" pay later"" spending plans.  The simple fact was that under a new Labour government taxes would go up after the election to plug a financial black hole",3
 the UK chancellor predicted a vaccine could be found by 2012 if the world stepped up its funding pledges. Doubling the £400m being spent yearly on finding such a vaccine could advance it by three years and save six million lives,1
 says Howard	 Tony Blair has had the chance to tackle the problems facing Britain and has failed,3
 UK urged	 The government must act quickly on the Law Lords' ruling that detention of foreign terror suspects without trial is unlawful,1
 Stansted and Luton airports. BAA,9
 the Law Lords have ruled.  It follows a Home Office move to cut asylum claims by stopping people,1
 whatever the colour of their skin or religion,3
" the UK pays two and a half times more than France contributes to the EU budget. Without it we would pay 14 times as much as France. ""There can be no deal on future financing which does not protect the rebate.""  The 25-member EU is gearing up for tough negotiations on its budget plans for the period 2007-2013",3
000 as he put the economy at the heart of Labour's election campaign.  The chancellor also unveiled a one-off £200 council tax refund for pensioners and a rise in child tax credit. Mr Brown put 1p a pint on beer,3
" Tory frontbencher Andrew Tyrie MP demanded an immediate ministerial statement about how measures had been ""clearly",1
 it has been suggested.  Culture Secretary Tessa Jowell said proposed super-casinos will be different from their US counterparts. In America,1
" saying ""several hundred"" people in the UK are plotting terror attacks.  The government is facing opposition from Tory and Lib Dem MPs and its own backbenchers as it prepares for the final Commons debate on the changes. But Tony Blair said there could be no concession on the ""basic principle"". Mr Blair told the BBC the ""control orders"" would only be used in the most limited circumstances. Critics in the opposition and civil rights activists are worried that the home secretary will have the power to issue the detention orders. But the government has so far resisted pressure for judges to be responsible for making the orders",1
 London's most senior police officer has said.  Sir Ian Blair said terror groups would remember the effect of the Madrid bomb on Spain's general election last year. Other potential targets were the royal wedding and the UK's presidency of the European Union and G8,1
 benefiting more than 1m people,4
 a poll suggests.  Less than half the UK wants a ban compared to almost two-thirds in 1999,9
 they would have to have a chest x-ray and further tests if appropriate. All people from outside the European Union who want to stay a year or more will have to undergo a full medical.  Tuberculosis,1
 say the Tories.  Shadow foreign secretary Michael Ancram told MPs a new White Paper was part of trying to soften up opinion ahead of the referendum on the EU constitution. His claims were denied by Foreign Secretary Jack Straw,1
 he called for action to reach the 2000 Millennium Declaration goals of halving global poverty and tackling child mortality rates. Mr Brown has just returned from a tour of African nations. The £1bn commitment is part of a five-point plan on debt relief,1
 despite opposition from the US and Japan.  Mr Straw,1
" hospitals and police. Tory chairman Liam Fox accused Labour of ""at best misrepresentation at worst a downright lie"" and said the ""smear"" tactics were a sign of desperation. The Lib Dems accused Mr Brown of ducking the issue of council tax rises.  Appearing together at a Labour poster launch",3
 not social workers,1
 science,1
 ministers have revealed.  In a written parliamentary answer,1
 Gordon Brown has said.  The chancellor,1
 Chancellor Gordon Brown has said.  He was speaking after Cabinet members held their last meeting at No 10 before the expected election announcement. He said voters would recognise that Labour had brought stability and growth,3
 despite occasional panics that the prime minister was on the verge of calling a snap poll,3
" which ban unsolicited sales and marketing calls. Lib Dem chairman Matthew Taylor has written to the watchdog accusing Labour of a ""flagrant and systematic breach"" of the laws governing the TPS.  He says the initial call may not be marketing but it identifies voters to whom the party can send promotional material in the future. His letter to the commissioner quotes from a Labour Party handbook about ""identifying target voters"". And it quotes a Stevenage Labour Party members' newsletter explaining how voters will be telephoned about their voting intentions.  The voters are put in 24 categories according to their last known voting intention",3
 one of their frontbenchers has predicted.  Local government spokesman Ed Davey was speaking as the party launched its campaign for the local elections being held in 37 English council areas. The flagship pledge is to replace council tax with a local income tax. The Tories say the Lib Dems would make people pay more tax and Labour says the party's sums do not add up. Looking to the coming elections,9
 agent for Arundel and South Downs Tories,3
 the BBC's political editor has learned.  Andrew Marr says Mr Blair will ask the Queen on 4 or 5 April to dissolve Parliament at the end of that week. Mr Blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently. Downing Street would not be drawn on the claim,1
" adding they would ""work as a team"". A report in the Sunday Business claimed Mr Brown has been asked to take charge of media strategy",3
 a new poll conducted for the BBC suggests.  And 87% of the 1,3
 who also works in the Tory research unit,3
" arguing it is a matter for individual conscience.  The prime minister's spokesman set out Mr Blair's view after the top Catholic in England and Wales backed Michael Howard's stance on abortions. The Tory leader supports a reduction in the legal limit from 24 weeks to 20 and has said current rules are ""tantamount to abortion on demand"". The prime minister has made it clear he has no plans to the change the law.  Mr Blair's spokesman said: ""The Catholic church has a well-known position on this issue and it was one of many issues the Cardinal mentioned and therefore it should be seen in that context."" His words came as Cardinal Cormac Murphy O'Connor",3
 as he prepares to deliver a record-breaking ninth budget,3
 Chief Secretary to the Treasury,3
" declaring Britain needs ""a change at the top"".  The party goes into its spring forum trying to highlight what it sees as a clear choice between it and Labour. Tory co-chairman Liam Fox has opened proceedings with a speech criticising Tony Blair's record in government. Labour's rule has been characterised by ""lost trust and failure to deliver""",3
" it has been announced.  Mr Sayeed was suspended from Parliament for two weeks last month after the Commons standards and privileges committee said his conduct had fallen ""well below the standards expected"". The Conservative Party had already been withdrawn the whip for a month. But his constituency association voted against a move to deselect him",1
" whispered the Conservative Party person as your reporter attempted to slip quietly from the hall. And indeed he wasn't. Michael Howard had already broken away from the printed text of his speech, at his party's spring conference in Brighton, to deliver a smart rebuff to Peter Hain's description of him as an attack mongrel""",3
 Scotland and Wales must have registered by 1700 GMT to be able to vote in the general election if it is held,9
 Labour will be campaigning hard to take Britain forward and to stop the Tories taking us back,9
" possibly in a matter of weeks. He told The Observer government life was a ""constant barrage of attack"" but said he would not stay in charge if he felt unable to contribute. Mr Blair also spoke of meeting many people across the country with concerns about the compensation culture.  He said Britain was in danger of needless panic over public safety issues.  Speaking amid a flurry of pre-election campaigning",3
" a Labour backbencher has said.  Derek Wyatt said having a five month campaign ""turned off voters"" and suggested people were already ""rather bored of the thing"". He wants a greater campaigning role for Chancellor Gordon Brown. Labour said the economy was at the heart of the campaign and Mr Brown therefore had a prominent role. But Mr Wyatt argued: ""By some way",3
 David Davis and Theresa May,3
 Charles Kennedy has said.  Unveiling the slogan at the party's spring conference,3
 currentily training at her base in Australia,9
" said Greene, who races in Birmingham on Friday. It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin",2
" coaches and athletes to co-ordinate the fight against drugs in sport.  Two task forces have been set up to examine doping and nutrition issues. It was also agreed that a programme to ""de-mystify"" the issue to athletes",9
000m world record	 Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,9
 former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American,9
" having won it a year earlier. ""I understand she's had a solid winter's training down in Australia after recovering from a minor injury",7
 which starts on 19 March in France,7
 but if he jumps as well as he did in Sheffield he could win the gold medal,9
" said AK chief Isaiah Kiplagat. She explained she had a contract with the organisers of the race in Puerto Rice and we have accepted her apology.""  The Kenyan coaching team will now decide whether Chepkemei can be included in the team for this month's world cross country championships. The 29-year-old would be a strong contender at the event in France and is hopeful she will be granted a place in the 32-strong squad. ""I am satisfied that the whole saga has been brought to an end",2
 UK Athletics also agreed a four-year deal with energy drink company,9
 including one on the eve of last year's Athens Olympics. They were set to learn their fate by the end of February,9
 spokesman for athletics' ruling body the IAAF,9
 setting the world record of 44.63secs in 1995 and running 44.66secs in 1996. Kenyan Bernard Lagat missed out on the world record by 1.45secs as he ran the third quickest indoor mile ever to beat Canada's Nate Brannen by almost 10secs. The Olympic silver medallist's time of three minutes 49.89secs was inferior only to the 1997 world record of Moroccan Hicham El Guerrouj and former world record holder Eamonn Coghlan of Ireland's 3:49.78. Lagat was on course to break El Guerrouj's record through 1200m but could not maintain the pace over the final 400m. Ireland's  continued his excellent form by winning a tight 3,7
 but if he jumps as well as he did in Sheffield he could win the gold medal,9
" said AK chief Isaiah Kiplagat. We shall communicate this decision to the IAAF and all meet directors all over the world."" The 29-year-old finished second to Paula Radcliffe in the 2002 and 2003 London races",7
" said Holmes. It was all about winning in front of my home crowd. The time is irrelevant. ""I got round in one piece and didn't disgrace myself. Now it's about going forward. ""The reception I've had since the Olympics has been amazing and that's why I wanted to keep running this year",9
 all parties will have the right to appeal to the Court of Arbitration for Sport. Yiannis Papadoyiannakis,1
 who won the six kilometre event three years ago when it was staged in Newcastle,0
 who has not raced over cross country for 15 years,7
 said Isinbayeva. As Olympic champion there will be more attention on me this year,9
 seems to herald an upcoming Olympiad. But come late August,7
 said Walker. He told the Herald newspaper: I'm not in great shape,9
000m champion Kenenisa Bekele is determined to add the world indoor two mile record at February's Norwich Union Grand Prix in Birmingham.  The 22-year-old will again be chasing a record held by his compatriot and mentor Haile Gebrselassie,9
 Christos Tzekos. Kenteris,9
 it's goodbye to another Olympic year and as usual there were plenty of highs and lows in Athens.  Obviously,7
 beyond a reasonable doubt,7
 the biggest factor on the mind of British sprinters is to be number one in Britain,2
 it was the toughest race she's ever taken part in.  A win in the New York marathon doesn't make up for the disappointment of Athens in any shape or form,7
 of Balco Laboratories,9
 where she failed to finish the marathon and then the 10,7
 USA Track & Field's (USATF) top honour.  Gatlin,9
 running for the first time since dropping out of the Olympic marathon and 10,7
 who worked with the British teams at the 2000 and 2004 Olympics,7
" he said. Balco (The Bay Area Laboratory Cooperative) is the company at the centre of the scandal. The company has been accused by the United States Anti-Doping Agency (USADA) of being the source of the banned steroid THG and modafinil. The USADA claims that 10 athletes have received sanctions for testing positive for THG and modafinil. Former double world champion Kelli White and Olympic relay star Alvin Harrison have both been banned on the basis of materials discovered during the Balco investigation. Britain's former European 100m champion Dwain Chambers is currently serving a two-year ban after testing positive for THG in an out-of-competition test in 2003. 
sport	046.txt	Radcliffe eyes hard line on drugs	 Paula Radcliffe has called for all athletes found guilty on drugs charges to be treated as criminals.  The marathon world record holder believes more needs to be done to rid athletics of the suspicions and innuendoes"" which greet any fast time. ""Doping in sport is a criminal offence and should be treated as such",9
 speaking on Greece's Alter Television station,1
 whose company is at the centre of a doping investigation,9
" Chicago and Athens. They have until midnight on 16 December and an IAAF spokesman said: ""We're sure their responses are on their way."" If they do not respond or their explanations are rejected",9
 the IAAF will determine the sprinters' future on the track after carefully considering all the evidence. The sport's ruling body is expected to direct the Greek federation in what action it should take against the sprinters. Kenteris and Thanou can appeal against any decision at the Court of Arbitration for Sport. The sprinters both sent written explanations to the IAAF,9
" she said. I'm an athlete and I can't wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden",9
"000m champion Haile Gebrselassie will race in the London Marathon for the next three years.  The Ethiopian legend won Sunday's Almeria half-marathon in Spain on his return from an operation on his Achilles tendon. He was third in London in 2002 in his first serious attempt at the marathon. ""It is a coup for us to secure Haile's presence for the next three years and it guarantees a quality race",9
" said Thanou. We presented new evidence to the committee that they were not aware of.""  The athletes' lawyer Grigoris Ioanidis said he believed the independent disciplinary committee set up by the Greek Athletics Federation (SEGAS) would find them innocent. ""We are almost certain that the charges will be dropped",9
000m title at the Birmingham Grand Prix 10 days ago. After that race and more progress in training,9
" and Kluft said: ""I knew about her",9
 Kelly Holmes spoke to the BBC Sport website about her loneliness,7
" who both set personal bests. ""It was a close race",7
 claiming the men's 800m at the TEAG indoor meeting in Erfurt.  The Northern Ireland runner set a new personal best of one minute,9
" defended her title 12 months later and will now seek a third title in the 17 April race. ""It doesn't get any better than this for the 25th anniversary",7
 Paula Radcliffe,7
" the Birchfield Harrier has yet to build on his World Junior Championship win four years ago. ""The gold medal in Athens has made me realise that I can get to the top level and I want to get there again. It can happen",9
" isn't it? She's gone back to training. If she's confident she will pick one (distance). The programme does not permit both."" If Holmes does take her place in the GB side",9
000m at the Norwich Union Birmingham Indoor Grand Prix.  The 34-year-old,7
 but her achievement could not hide the fact it was not the best meet we have ever seen in Birmingham.  And hey,7
" said his coach Peter Stanley. He strained a muscle in his abdomen at the Birmingham meeting but is back in full training."" Sprinter Mark Lewis-Francis will also not compete in Madrid on Thursday. The Birmingham athlete",9
 Lord Coe,2
" said Johnson. I will have to see how I am jumping in the next competition and I'll have to have a conversation with my coach."" Johnson",9
" she said. Because of previous injuries I don't even run up hills in training."" Pavey",7
 but I believe I've trained very well,7
 who was second when Newcastle hosted the race last year,7
" if the IAAF does not.  The pair were cleared of charges relating to missing dope tests by the Greek Athletics Federation last week. Wada chairman Dick Pound said: ""I am convinced the IAAF will appeal against the decision",9
 which we cannot prejudge,9
 including one on the eve of the Athens Olympics. But the Greek Athletics Federation tribunal has overturned the bans - a decision which the IAAF can now contest at the Court of Arbitration for Sport. The pair's former coach,1
" Spain.  Butler and Yelling finished fourth and fifth as Australian world champion Johnson romped to a five-second victory in the 6km race ahead of Edith Masai. Masai's fellow Kenyan Alice Timbilil finished third. Johnson said: ""I ran comfortably for the first 3km and then I tried to leave the others but it wasn't an easy task."" Butler clocked a time of 22 minutes 45 seconds - 22secs behind the winner but four ahead of Yelling",9
" she said. I'm an athlete and I can't wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden",9
000 metres champion Derartu Tulu has confirmed she will take part in the BUPA Great Caledonian Run in Edinburgh on 8 May.  The 32-year-old Ethiopian is the first star name to enter the event. Tulu has won the Boston,7
 Jo Pavey,9
 whose company is at the centre of a doping investigation,9
 30,1
 Darren Campbell,2
 driving on the wrong side of the road,2
 said Lewis-Francis. The sprinter has also shed weight since winning relay gold at the Athens Games. Last year I was 91kg,2
 but goals in each half from Quinton Fortune and Cristiano Ronaldo silenced the jeers at Goodison Park. Fortune headed home after 23 minutes before Ronaldo scored when Nigel Martyn parried Paul Scholes' free-kick. Marcus Bent missed Everton's best chance when Roy Carroll,8
 United made it 13 wins in 15 league games with a 2-0 derby victory at Manchester City on Sunday. But they will be boosted by the return of the Dutch international,9
 whose dismissal put Everton on the back foot in a game they ultimately lost 1-0,2
 who joined in August 2003 on a five-year-deal,9
 Howard Wells,2
" all there is to say is that I came specially from England to Egypt to rejoin the national team and to apologise for all my mistakes."" Mido was axed by former coach Marco Tardelli after failing to answer a national call-up",8
" which he will miss through suspension. ""Let's be realistic",2
" so he is out."" But Mourinho has revealed defender Willian Gallas and striker Didier Drogba will be in the starting line-up. The Blues boss took the unusual step of naming his side a day before the match",9
 after Mourinho's sending off,8
 then sprinted into the area to power home a header from the resultant cross. Wanderers hit back through Stelios Giannakopoulos,8
 recalled in place of Joseph-Desire Job,8
 but Stevie Crawford restored United's lead from 18 yards before half time. The scoring was completed by Grady just after the break - a superb shot on the turn making it 4-1. Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock. Noel Whelan laid the ball off to Jamie Winter on the edge of the box,8
 but only after a nervy and testing first half.  The home side's Craig Bryson had a goal chopped off before Stan Varga headed Celtic into the lead. Alan Thompson scored from the penalty spot at the start of the second half after Shaun Maloney had been fouled. Stilian Petrov slid in a third,8
 heading over Colin Meldrum and into the net from a Jamie McAllister free kick. McAllister himself scored the second when he met Saul Mikoliunas' cross at the back post to put the game beyond the visitors. Craig Easton headed in a controversial goal after an hour but Hearts held on. The opening goal came after Gus Bahoken had clumsily fouled Miller 35 yards from goal. McAllister floated the free kick into the Livi box and Miller outjumped the static visiting defence to loop his header from 10 yards over Meldrum. With just 10 minutes on the clock,8
 but we'll have to wait and see,2
 24,2
 speaking exclusively to BBC Sport,2
" as had been widely expected. ""Shaun Wright-Phillips will probably start the game",9
 sustained during the Premiership win at Blackburn,2
 in his first game as coach after succeeding Mark Hughes,2
 although his age may count against him,2
 a friendly provides an important opportunity to work with your players.  The only problem is that the game itself can often be a farce. Some people have been saying it would be better to get the players together for the week,2
 but Torres made no such mistake with a last-minute spot-kick. The defeat,8
 speaking exclusively to BBC Sport,2
" although he admitted they still have plenty of work to do to set up a dream tie. ""We've got our work cut out next Tuesday but you can't deny it's exciting",9
 leaving coach Sven-Goran Eriksson with a real problem for Wednesday's match at Villa Park. Injured Rio Ferdinand and Sol Campbell were both left out of the squad,8
" said Ferdinand. No one knows what this guy will be bringing to the table."" The central defender added on BBC Radio Five Live: ""We will have to wait and see what Glazer comes with. ""I would like to see the situation resolved either way. ""I think people are getting bored with him coming in and out of the news with new proposals. ""The other stuff off the pitch takes the shine off what is going on the pitch.""  Glazer",1
" but no deadline has been put on when that meeting will convene. ""It's hard to put a date on it",2
" with chairman Eddie Thompson calling for an end to speculation over his future.  It is understood that McCall would have been sacked if Sheffield Wednesday manager Paul Sturrock had been willing to return to Tannadice. But Sturrock has distanced himself from the position. ""We're in a difficult situation. We must get out of it through the efforts of current personnel",2
 claims his agent.  Kewell,2
" Smith is anxious that the remainder of the campaign should be positive. ""I think we have got to try to get a bit of respectability back in whatever way we can",9
 so uncapped Wrexham defender Stephen Roberts is drafted in. Defenders Danny Gabbidon and Gareth Roberts,9
" but Mick McCarthy's side appear to have won the race. But Larne boss Jimmy McGeough has yet to confirm that Weir is on his way from Inver Park. ""I heard on Sunday that he has joined Sunderland",2
 the Irish beat Italy in the 1994 World Cup Finals. However,8
 Ireland face minnows the Faroe Islands in Dublin on Wednesday. The versatile Finnan,2
 losing 2-0 away and missing out on a place in the finals in Portugal. The Group Four fixtures were hammered out at a meeting in Dublin on Tuesday. The Irish open their campaign on 4 September at home to Cyprus and wrap up the 10-match series on 12 October 2005,9
 including Zimbabwe goalkeeper Energy Murambadoro,9
" said an FA statement. It means United's win will pass off without further intervention from the governing body, whose new chief executive Brian Barwick was in the Highbury stands.  I didn't threaten anybody. They are big enough players to handle themselves",2
" said Souness. That's not good enough for a striker at a club like this. ""We need to have two strikers who are near 20 goals on a regular basis.""  Bellamy turned down a move to Birmingham in favour of joining Celtic after a disagreement about the Welsh international playing out of position quickly escalated. Earlier in the week",9
 led by keeper David James,8
" who later dismissed Didier Drogba. ""To react the way Chelsea have is pathetic. Mourinho lied with the line-ups",2
" you don't know what the draw will be. ""If we can win the next game",9
 who has spent much of his time coming off the bench in La Liga,2
 Keith Edelman,2
" he said after the 4-2 aggregate victory. We got our goals early and in the minds of some players the job was done but then they got a goal and perhaps made us a bit nervous."" Shearer's goal moved him within 12 of Jackie Milburn's club scoring record of 200 for the Magpies. But Souness said he did not think beating the record would have any bearing on his decision to retire at the end of the season. ""I think if he got it this year he would want to stay next year anyway",2
 saving superbly from Craig Bellamy and John Hartson. Striker Novo secured victory,8
 20,2
 that were popular during the Frenchman's time as a player at the Old Trafford club. Cantona received a nine-month ban following the incident and Palace are keen to avoid an incident that would stir up ill feeling between the two sets of supporters. Four months after the Cantona incident a Palace fan,9
" the man credited with developing ""total football""",2
 the Dutchman said. Forest played with a lot of players behind the ball in the first half,2
 starting his third successive La Liga match,9
 but it could be worse if they didn't have such quality to bring in,2
" so technically they're still employees."" Vaughan claimed that Aizlewood had ""verbally agreed"" to the offer. But the Chester chairman added: ""After they discussed the offer with their solicitor",9
" the 21-year-old told Cadena Cope. Hopefully it could happen. I love the way Madrid play. I'm not happy with the way things are."" The striker joined the Gunners from Seville for £17m at the start of 2004",2
" said Benitez. But you must realise that you have to concentrate right to the very last seconds of a game at this level. ""I have confidence that we can complete the task in Germany. I am always confident and we must be positive.""  Benitez defended goalkeeper Jerzy Dudek",2
 who is due to retire in the summer,2
" but Wenger said: ""The only positive is that we are still in the tie. ""The players are really down in the dressing-room. I feel we really turned in a bad performance. ""At 3-0 we faced a real struggle",2
 Stam told Uefa's Champions magazine. I was settled at Manchester United,2
" Mourinho said. Do they want to change positions with us? We are top of the league by nine points and in the Carling Cup final. ""The only thing they can say they are in a better position than us in is the FA Cup. ""In the Champions League all three teams can either go through or go out but the one team that is in the best position is still Chelsea.""  Mourinho said it was important to keep his team's results in perspective. ""Don't try to put pressure on me because I am never under pressure",9
 although not in England - where the Champions League contenders have ploughed through a heavy fixture list. But Hodgson told BBC Sport that while he believes the Premiership should embrace the idea,2
 and he understands,2
 Patrick Vieira,8
 who has coached in his native Holland,9
 who is Liverpool's leading scorer this season,9
 pushing referee Alan Wiley and remonstrating with assistant referee Paul Norman. And the second charge is for using threatening words and/or behaviour to a match official during the 1-1 draw.  Paolo di Canio was given a seven-match suspension when he pushed referee Paul Alcock over in a Premiership game between Sheffield Wednesday and Arsenal in 1998. Prutton will be joined at Wednesday's hearing by Saints boss Harry Redknapp,2
 who was sent from the touchline for appearing to taunt Liverpool fans,9
"060) punishment even though it was far below the maximum penalty. ""I am not guilty",2
 but sometimes you have to have a bit of humility and learn how to lose,2
 but Petr Cech has established himself as first choice for Mourinho since moving to Stamford Bridge in summer 2004. The 22-year-old Czech Republic international has set a new Premiership record of 961 consecutive minutes without conceding a goal,9
 despite suffering an alleged assault last Saturday.  Beattie,9
 out of favour at City earlier this season,2
" where it's all money-orientated and about simply buying the best."" Thompson reacted sharply to some Liverpool supporters",2
" Quincy Owusu-Abeyie or Jeremie Aliadiere. Gunners boss Arsene Wenger said: ""Freddie is an option but we need a second striker. ""I have to decide whether it will be Aliadiere",9
" 1 March  2000 GMT  Howard Webb (South Yorkshire)  home to Leicester in the quarter-finals  But defender Andy Todd is suspended and could be replaced by Dominic Matteo - if he recovers from a hamstring injury. Burnley have major injury concerns over Frank Sinclair and John McGreal. Michael Duff looks set to continue at right-back with John Oster in midfield and Micah Hyde is expected to recover from a knee injury.  - Blackburn boss Mark Hughes: ""Burnley are resolute and have individual talent but I fully expect us to progress. ""I thought we were comfortable in the first game and never thought we were under pressure. ""It's a competition we want to progress in and we are doing okay. If we beat Burnley",2
 1 March  1945 GMT  Barry Knight (Kent)  home to Manchester United in the quarter-finals  Midfielder Andrew Frampton and striker Deon Burton are both slight doubts with hamstring injuries,2
" he told BBC Sport. Now everyone knows about Chelsea and is a little bit afraid of them. They are one of the major clubs in Europe and the pressure will be on Barcelona."" Chelsea have not played Barcelona since that quarter-final tie five years ago. The Blues had looked destined to progress after winning the first leg at Stamford Bridge 3-1",2
" he told BBC Sport. Now everyone knows about Chelsea and is a little bit afraid of them. They are one of the major clubs in Europe and the pressure will be on Barcelona."" Chelsea have not played Barcelona since that quarter-final tie five years ago. The Blues had looked destined to progress after winning the first leg at Stamford Bridge 3-1",2
 assisting both Sir Bobby Robson and Louis van Gaal. But he is not envious,2
" anouncing his move to Bolton. ""I have signed a five-month contract with Bolton",2
" the 34-year-old told Norwich's website. The attraction for me was to continue to play in the Premiership."" Canaries boss Nigel Worthington added: ""I'm delighted that Graham will be joining us until the end of the season. ""He's gives us a wealth of experience. Hopefully",9
 BBC Sport understands.  The Welsh striker has rejected a move to Birmingham after falling out with Magpies manager Graeme Souness. The Toon boss vowed Bellamy would not play again after a bitter row over his exclusion for the game against Arsenal. Celtic are in no position to match Birmingham's £6m offer but a stay until the end of the season could suit Bellamy while he considers his future. According to Bellamy's agent,9
" the defender told The Guardian newspaper. There's an edge. ""After all that has happened",2
" BBC Sport has learnt.  It is thought Blackburn want £6m for the midfielder but chief executive John Williams has confirmed the club are still ""in dialogue"" with Rangers. The 26-year-old has already handed in a transfer request at Ewood Park as he seeks a return to Ibrox. But the clubs have been unable to reach agreement over a fee for Ferguson",2
 who have taken the number of participants to 13. The teams are now divided into three group of four and play knock-out matches on successive days to determine the group champions. Mauritius host the first group,9
 while Yeovil will be away to Charlton. Chelsea host Birmingham,2
" but this is a big opportunity for any player."" The 28-year-old's contract expires in the summer",9
" but has lost his place to Manuel Alumnia at Highbury. Klinsmann said: ""It will be difficult for any of our players if he is not a first-choice at his club. ""If Jens is not Arsenal's number one keeper",9
 who has just bought a new home,2
" he has revolutionised the club both on and off the pitch. ""As well as the six major honours he's won during his time here",2
 people pushing,2
 a �15.8m signing from Parma last season,2
